,DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live)
,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
DateID,DJI2.rv,DJI2.rk,DJI2.r,DJI2.rv5ss,DJI2.rv10,DJI2.rv10ss,DJI2.bv5,DJI2.bv5ss,DJI2.medrv,DJI2.rs,DJI2.rs5ss,DJI2.nobs,DJI2.timespan,DJI2.rcto,DJI2.open,DJI2.highlow,DJI2.highopen,DJI2.openprice,DJI2.closeprice
20130509,2.48E-05,2.30E-05,-0.001521171,2.32E-05,2.13E-05,2.27E-05,2.16E-05,2.43E-05,2.24E-05,1.17E-05,1.18E-05,11701,23399.993,,34200.208,0.006489223,0.00262546,15105.12,15082.16
20130510,2.61E-05,2.26E-05,0.002080364,2.63E-05,2.61E-05,2.83E-05,2.09E-05,2.21E-05,2.07E-05,1.10E-05,1.27E-05,11701,23399.989,,34200.205,-0.005199193,0.002248406,15082.62,15114.03
20130511,,,,,,,,,,,,,,,,,,,
20130513,1.33E-05,1.41E-05,-0.001344743,1.09E-05,1.30E-05,1.18E-05,1.10E-05,1.04E-05,1.13E-05,7.88E-06,5.48E-06,11700,23398.464,,34201.139,0.003975226,0,15113.42,15093.11
20130514,1.33E-05,1.10E-05,0.008061034,1.19E-05,1.61E-05,1.26E-05,1.37E-05,1.05E-05,9.10E-06,3.33E-06,3.37E-06,11691,23398.494,,34201.15,-0.008594902,0.008406045,15092.15,15214.3
20130515,2.15E-05,2.28E-05,0.004045875,1.90E-05,2.04E-05,2.08E-05,1.98E-05,1.84E-05,1.43E-05,9.28E-06,7.40E-06,11700,23399.905,,34201.206,-0.008265369,0.005864362,15211.87,15273.54
20130516,2.62E-05,2.10E-05,-0.002850085,2.12E-05,2.52E-05,1.78E-05,2.33E-05,2.17E-05,1.49E-05,1.40E-05,1.21E-05,11691,23398.506,,34201.156,0.005679884,0.001868761,15273.92,15230.45
20130517,2.26E-05,2.19E-05,0.007703233,1.59E-05,2.06E-05,1.58E-05,1.14E-05,1.25E-05,1.17E-05,4.51E-06,5.17E-06,11701,23399.985,,34201.225,-0.00801844,0.00801844,15234.75,15352.56
20130520,1.73E-05,1.62E-05,-0.000775629,1.59E-05,1.23E-05,1.52E-05,1.47E-05,1.47E-05,1.09E-05,1.01E-05,9.10E-06,11701,23399.965,,34201.148,-0.005060261,0.002830826,15348.33,15336.43
20130521,2.77E-05,2.48E-05,0.003529474,2.05E-05,2.46E-05,1.61E-05,1.81E-05,1.82E-05,1.80E-05,9.86E-06,1.01E-05,11686,23398.5,,34201.172,-0.006728725,0.006122736,15334.97,15389.19
20130522,8.34E-05,7.48E-05,-0.005214023,7.00E-05,9.26E-05,7.48E-05,7.88E-05,6.85E-05,6.86E-05,4.80E-05,4.20E-05,11682,23398.575,,34201.123,0.01794626,0.010040977,15387.12,15307.1
20130523,7.58E-05,5.93E-05,-0.000245773,5.98E-05,7.45E-05,5.40E-05,5.19E-05,5.11E-05,4.78E-05,4.61E-05,3.07E-05,11672,23399.989,,34201.176,-0.011017962,0.003121803,15300.57,15296.81
20130524,2.90E-05,3.92E-05,0.000788402,2.69E-05,2.91E-05,2.23E-05,2.15E-05,2.30E-05,3.58E-05,1.50E-05,1.30E-05,11700,23398.502,,34201.127,-0.007020209,0.001043878,15290.74,15302.8
20130527,,,,,,,,,,,,,,,,,,,
20130528,0.000121506,9.02E-05,0.006854207,5.08E-05,0.000114763,3.84E-05,3.39E-05,2.81E-05,3.32E-05,1.58E-05,1.54E-05,11700,23398.405,,34201.209,-0.013893717,0.013893717,15307.33,15412.61
20130529,6.67E-05,7.57E-05,-0.006270291,4.98E-05,6.59E-05,4.31E-05,4.85E-05,4.41E-05,3.50E-05,4.44E-05,2.81E-05,11676,23398.514,,34201.116,0.011147437,2.01E-05,15399.94,15303.68
20130530,3.61E-05,2.88E-05,0.001328659,3.15E-05,3.70E-05,3.32E-05,2.86E-05,2.68E-05,2.74E-05,1.26E-05,1.26E-05,11697,23399.954,,34201.183,-0.007673518,0.006036875,15306.02,15326.37
20130531,6.65E-05,6.01E-05,-0.013228154,5.54E-05,7.87E-05,6.14E-05,4.53E-05,4.71E-05,3.74E-05,4.92E-05,3.36E-05,11700,23398.517,,34201.112,0.017796673,0.004568519,15322.22,15120.87
20130603,5.55E-05,7.38E-05,0.008424727,6.33E-05,3.70E-05,4.85E-05,5.20E-05,6.87E-05,5.68E-05,1.97E-05,2.58E-05,11700,23398.436,,34201.16,-0.008542742,0.008542742,15123.55,15251.5
20130604,5.91E-05,5.79E-05,-0.005153135,6.03E-05,6.43E-05,5.85E-05,4.40E-05,5.33E-05,4.73E-05,3.58E-05,3.42E-05,11690,23398.487,,34201.124,0.013431868,0.003256526,15255.22,15176.81
20130605,5.35E-05,7.04E-05,-0.013754407,5.29E-05,5.64E-05,4.60E-05,5.26E-05,5.46E-05,6.73E-05,3.63E-05,3.33E-05,11701,23399.933,,34201.216,0.014814545,3.49E-05,15168.1,14960.9
20130606,5.16E-05,7.09E-05,0.005576365,6.12E-05,6.16E-05,6.37E-05,5.11E-05,5.85E-05,5.92E-05,2.35E-05,2.65E-05,11696,23398.532,,34201.097,-0.013041583,0.005576365,14955.45,15039.08
20130607,5.55E-05,5.69E-05,0.013393277,4.41E-05,6.19E-05,4.56E-05,4.38E-05,4.04E-05,4.37E-05,1.69E-05,1.41E-05,11691,23398.519,,34201.123,-0.013935521,0.013935521,15044.46,15247.31
20130610,2.32E-05,3.92E-05,-0.000740708,2.74E-05,1.96E-05,2.63E-05,2.36E-05,2.54E-05,2.72E-05,1.08E-05,1.64E-05,11701,23399.94,,34201.196,0.005859372,0.003458771,15247.81,15236.52
20130611,0.000125595,0.000103171,-0.007203169,6.94E-05,0.000128601,6.35E-05,4.29E-05,4.81E-05,4.53E-05,9.93E-05,3.93E-05,11681,23398.576,,34201.117,-0.010876537,0.001291891,15231.38,15122.06
20130612,9.90E-05,0.000101559,-0.009014501,7.10E-05,8.06E-05,6.37E-05,6.10E-05,6.17E-05,5.08E-05,4.26E-05,4.33E-05,11684,23399.997,,34201.208,0.017210787,0.007302232,15130.39,14994.61
20130613,4.23E-05,4.06E-05,0.012267913,4.32E-05,3.44E-05,3.79E-05,4.50E-05,4.48E-05,3.64E-05,1.48E-05,1.44E-05,11693,23399.947,,34201.206,-0.016502716,0.013892015,14992.54,15177.6
20130614,4.91E-05,4.83E-05,-0.007225901,4.94E-05,4.12E-05,4.50E-05,5.50E-05,5.06E-05,3.41E-05,2.83E-05,2.88E-05,11693,23399.965,,34201.179,0.010652409,0.001832544,15178.08,15068.8
20130617,0.000106321,8.63E-05,0.006717354,5.17E-05,0.000121722,4.88E-05,3.02E-05,3.12E-05,3.46E-05,1.90E-05,2.02E-05,11700,23398.515,,34201.142,-0.012063262,0.012063262,15078.71,15180.34
20130618,2.40E-05,2.38E-05,0.008724988,1.98E-05,2.44E-05,1.71E-05,1.66E-05,1.80E-05,1.79E-05,4.37E-06,5.68E-06,11698,23398.417,,34201.194,-0.010075957,0.010075957,15186.3,15319.38
20130619,0.000104662,9.07E-05,-0.013325994,8.78E-05,9.38E-05,7.91E-05,0.000103749,8.11E-05,7.69E-05,7.79E-05,6.30E-05,11693,23398.541,,34201.106,0.013756838,0.000430844,15315.47,15112.73
20130620,0.000148044,0.000118658,-0.023242423,0.000107363,0.000184884,9.14E-05,0.000104184,8.31E-05,8.48E-05,0.000123723,8.18E-05,11690,23398.42,,34201.183,0.025035543,0,15105.51,14758.47
20130621,0.000126392,0.000117861,0.002929862,9.46E-05,9.40E-05,9.19E-05,0.000120641,9.48E-05,9.87E-05,5.05E-05,4.56E-05,11700,23398.477,,34201.154,-0.011516021,0.006613306,14760.62,14803.93
20130624,0.000174396,0.000153295,-0.00921862,0.00012585,0.000231459,0.000115583,0.000128882,0.000116885,0.000109291,0.00012702,7.53E-05,11701,23399.995,,34201.147,0.016664406,0,14795.79,14660.02
20130625,7.87E-05,8.74E-05,0.006267432,5.27E-05,7.50E-05,4.11E-05,4.37E-05,4.58E-05,5.54E-05,2.14E-05,2.27E-05,11667,23399.906,,34201.271,-0.009656228,0.009656228,14669.69,14761.92
20130626,9.44E-05,7.64E-05,0.009480315,3.98E-05,8.18E-05,2.72E-05,2.89E-05,2.57E-05,2.91E-05,1.04E-05,1.13E-05,11678,23400,,34201.145,-0.011397474,0.011376485,14769.99,14910.68
20130627,6.58E-05,5.01E-05,0.006954386,3.52E-05,7.48E-05,3.27E-05,2.92E-05,2.56E-05,2.89E-05,1.48E-05,1.37E-05,11681,23399.943,,34201.269,-0.010250024,0.010250024,14921.28,15025.41
20130628,6.16E-05,5.86E-05,-0.007607822,4.92E-05,7.43E-05,5.53E-05,4.37E-05,3.94E-05,3.82E-05,4.31E-05,2.83E-05,11700,23398.543,,34201.127,-0.010015649,0.001201283,15016.58,14902.77
20130701,5.97E-05,5.50E-05,0.00408577,3.57E-05,6.30E-05,3.23E-05,2.16E-05,2.32E-05,3.35E-05,1.15E-05,1.15E-05,11683,23398.477,,34201.21,-0.011447412,0.011447412,14911.6,14972.65
20130702,3.82E-05,3.94E-05,-0.00284582,3.98E-05,3.32E-05,4.38E-05,3.67E-05,3.76E-05,3.91E-05,2.18E-05,2.21E-05,11687,23398.527,,34201.144,0.011659001,0.005074912,14973.04,14930.49
20130703,3.11E-05,3.55E-05,0.004334013,2.61E-05,2.50E-05,2.48E-05,2.80E-05,2.18E-05,2.41E-05,1.36E-05,8.30E-06,6883,16537.209,,34201.12,-0.011174347,0.006822815,14923.73,14988.55
20130704,,,,,,,,,,,,,,,,,,,
20130705,7.36E-05,8.71E-05,0.009308043,5.45E-05,6.57E-05,5.50E-05,4.94E-05,4.67E-05,4.75E-05,2.16E-05,2.21E-05,11693,23399.968,,34201.148,-0.011047414,0.009428281,14995.46,15135.69
20130708,3.99E-05,4.02E-05,0.005827521,2.32E-05,3.34E-05,1.87E-05,2.12E-05,1.72E-05,1.84E-05,8.29E-06,7.90E-06,11700,23398.518,,34201.14,-0.008256642,0.008256642,15137.22,15225.69
20130709,3.11E-05,2.82E-05,0.004727305,1.88E-05,3.04E-05,1.51E-05,1.07E-05,1.36E-05,1.75E-05,6.43E-06,7.92E-06,11697,23398.412,,34201.216,-0.006020534,0.006020534,15228.46,15300.62
20130710,4.34E-05,3.92E-05,-0.0003112,3.62E-05,2.93E-05,2.89E-05,3.59E-05,3.02E-05,3.81E-05,1.77E-05,1.59E-05,11656,23398.543,,34201.104,-0.005884784,0.003323006,15298.03,15293.27
20130711,0.000107413,7.91E-05,0.010697577,3.54E-05,9.59E-05,2.28E-05,2.07E-05,1.50E-05,2.77E-05,7.25E-06,6.67E-06,11697,23399.974,,34201.142,-0.012056069,0.012056069,15298,15462.53
20130712,1.93E-05,1.62E-05,-0.000218643,1.66E-05,1.83E-05,1.69E-05,1.61E-05,1.60E-05,1.64E-05,8.80E-06,8.09E-06,11700,23398.556,,34201.124,0.005701977,0.002435474,15460.69,15457.31
20130715,6.92E-06,8.85E-06,0.001655196,6.38E-06,6.00E-06,6.14E-06,6.69E-06,6.14E-06,7.39E-06,2.68E-06,3.06E-06,11699,23398.508,,34201.161,-0.003469053,0.003215459,15459.69,15485.3
20130716,9.46E-06,9.66E-06,-0.002099713,9.57E-06,1.25E-05,1.10E-05,7.39E-06,8.37E-06,9.43E-06,4.45E-06,5.05E-06,11700,23399.952,,34201.239,0.005334188,0.000847556,15485.03,15452.55
20130717,2.14E-05,2.22E-05,0.0007851,1.94E-05,1.78E-05,1.86E-05,1.81E-05,1.80E-05,1.65E-05,8.77E-06,1.01E-05,11699,23398.581,,34201.123,0.004030571,0.002813547,15456.92,15469.06
20130718,1.90E-05,1.62E-05,0.005358081,1.38E-05,2.13E-05,1.43E-05,1.40E-05,1.30E-05,1.22E-05,4.75E-06,4.50E-06,11701,23399.992,,34201.199,-0.007952949,0.007952949,15465.91,15549
20130719,1.01E-05,1.20E-05,0.001211561,1.06E-05,9.77E-06,8.88E-06,9.66E-06,1.03E-05,1.07E-05,5.04E-06,5.03E-06,11701,23399.931,,34201.188,-0.003388915,0.001305489,15524.27,15543.09
20130722,9.79E-06,9.58E-06,0.000126086,7.95E-06,8.85E-06,7.61E-06,8.51E-06,7.71E-06,7.12E-06,4.96E-06,3.90E-06,11699,23398.529,,34201.134,-0.003860111,0.002071968,15543.97,15545.93
20130723,1.98E-05,1.79E-05,0.001446821,1.10E-05,1.69E-05,8.38E-06,1.17E-05,9.32E-06,1.11E-05,4.90E-06,5.41E-06,11700,23398.5,,34201.19,0.003862818,0.003673697,15547,15569.51
20130724,1.95E-05,2.09E-05,-0.002302882,1.95E-05,1.70E-05,2.11E-05,1.87E-05,1.88E-05,1.52E-05,1.02E-05,1.19E-05,11685,23399.881,,34201.248,0.006801435,0.001662001,15576.69,15540.86
20130725,2.95E-05,2.63E-05,0.001091483,2.14E-05,3.41E-05,2.11E-05,1.94E-05,1.75E-05,1.51E-05,1.79E-05,9.33E-06,11697,23398.528,,34201.13,-0.006753977,0.001360794,15539.17,15556.14
20130726,3.91E-05,3.48E-05,0.000572905,2.47E-05,2.99E-05,2.27E-05,2.17E-05,1.91E-05,1.82E-05,2.85E-05,1.42E-05,11701,23399.944,,34201.167,-0.010063338,0.000843491,15547.85,15556.76
20130729,1.76E-05,1.89E-05,-0.002165337,1.37E-05,1.45E-05,1.18E-05,1.24E-05,1.30E-05,1.20E-05,1.26E-05,7.98E-06,11700,23398.522,,34201.159,0.004824199,0,15557.14,15523.49
20130730,2.60E-05,2.53E-05,-0.000623324,1.78E-05,2.35E-05,1.68E-05,1.44E-05,1.36E-05,1.81E-05,9.87E-06,1.02E-05,11700,23398.584,,34201.116,0.007387788,0.00381774,15534.49,15524.81
20130731,5.05E-05,4.47E-05,-0.001375831,4.08E-05,4.82E-05,3.86E-05,3.22E-05,3.56E-05,3.28E-05,1.90E-05,2.02E-05,11685,23398.424,,34201.189,0.009082771,0.006786945,15528.57,15507.22
20130801,6.84E-05,5.27E-05,0.007719173,2.76E-05,7.80E-05,1.99E-05,2.01E-05,1.21E-05,2.69E-05,5.16E-06,5.37E-06,11700,23398.493,,34201.115,-0.009426625,0.009426625,15503.85,15623.99
20130802,1.68E-05,2.31E-05,0.001802239,1.01E-05,2.17E-05,9.73E-06,1.26E-05,9.02E-06,1.81E-05,1.18E-05,5.10E-06,11699,23398.483,,34201.194,-0.006219579,0.001802239,15627.56,15655.75
20130805,1.24E-05,1.26E-05,-0.002524911,8.73E-06,1.58E-05,9.09E-06,7.21E-06,6.98E-06,7.56E-06,9.07E-06,5.69E-06,11700,23399.917,,34201.297,0.004505764,0.000206342,15651.98,15612.51
20130806,2.43E-05,2.31E-05,-0.005867219,1.65E-05,3.13E-05,1.61E-05,1.63E-05,1.42E-05,1.22E-05,1.96E-05,1.13E-05,11701,23399.872,,34201.229,0.008689373,0,15608.44,15517.13
20130807,3.25E-05,2.87E-05,-0.002954178,1.81E-05,3.17E-05,1.70E-05,1.49E-05,1.26E-05,1.41E-05,2.60E-05,1.20E-05,11700,23398.536,,34201.151,0.006106433,0,15516.21,15470.44
20130808,3.66E-05,2.81E-05,0.001284285,2.24E-05,3.81E-05,2.46E-05,1.60E-05,1.75E-05,1.34E-05,1.25E-05,1.18E-05,11700,23398.383,,34201.227,0.008943839,0.005145916,15477.27,15497.16
20130809,2.82E-05,2.97E-05,-0.004724425,2.90E-05,2.86E-05,3.22E-05,2.43E-05,2.49E-05,1.94E-05,1.89E-05,1.92E-05,11701,23399.941,,34201.24,0.010443335,0.000717963,15496.63,15423.59
20130812,1.66E-05,2.32E-05,0.000336624,1.46E-05,1.19E-05,1.32E-05,1.30E-05,1.32E-05,1.39E-05,1.04E-05,6.99E-06,11700,23398.569,,34201.104,-0.00531271,0.001719547,15415.22,15420.41
20130813,2.57E-05,2.39E-05,0.002069103,2.57E-05,2.20E-05,2.61E-05,1.97E-05,2.10E-05,1.77E-05,1.37E-05,1.44E-05,11700,23398.485,,34201.213,-0.010490758,0.005397619,15420.68,15452.62
20130814,2.77E-05,3.65E-05,-0.007174958,3.15E-05,2.05E-05,2.74E-05,2.89E-05,3.06E-05,3.23E-05,1.77E-05,2.07E-05,11701,23399.994,,34201.208,0.008869823,0.000347564,15447.71,15337.27
20130815,0.000126609,9.05E-05,-0.014462269,5.97E-05,0.00012402,4.64E-05,2.56E-05,3.63E-05,4.28E-05,0.000118046,4.59E-05,11694,23399.97,,34201.166,0.015689153,0,15332.71,15112.56
20130816,2.51E-05,2.20E-05,-0.001947958,2.11E-05,2.00E-05,1.99E-05,2.32E-05,2.01E-05,2.36E-05,1.31E-05,9.53E-06,11701,23399.935,,34201.269,0.005656078,0.001798208,15112.57,15083.16
20130819,1.66E-05,2.25E-05,-0.004569751,1.85E-05,1.44E-05,1.74E-05,1.30E-05,1.78E-05,2.23E-05,1.04E-05,9.46E-06,11693,23399.939,,34201.216,0.006706364,0.001961358,15076.79,15008.05
20130820,1.19E-05,1.55E-05,-0.000465742,1.39E-05,1.23E-05,1.20E-05,1.03E-05,1.23E-05,1.53E-05,5.95E-06,6.96E-06,11700,23398.534,,34201.123,-0.005505038,0.004194545,15011.82,15004.83
20130821,5.07E-05,4.83E-05,-0.006541372,5.10E-05,3.93E-05,5.51E-05,4.38E-05,5.13E-05,4.29E-05,3.13E-05,2.68E-05,11694,23398.4,,34201.207,-0.009288193,0.001725224,14993.81,14896.05
20130822,1.31E-05,1.51E-05,0.003753194,1.45E-05,1.39E-05,1.56E-05,1.41E-05,1.22E-05,1.23E-05,5.24E-06,6.24E-06,11693,23399.966,,34201.201,-0.006030508,0.005386377,14908.6,14964.66
20130823,1.41E-05,1.75E-05,0.001280138,1.55E-05,1.16E-05,1.39E-05,1.25E-05,1.34E-05,1.71E-05,8.21E-06,7.93E-06,11700,23398.447,,34201.139,-0.006297089,0.00245083,14988.78,15007.98
20130826,2.18E-05,1.99E-05,-0.004495731,1.92E-05,1.79E-05,2.22E-05,1.25E-05,1.79E-05,1.60E-05,1.72E-05,1.43E-05,11701,23399.964,,34201.152,0.006983808,0.002354933,15014.58,14947.23
20130827,7.84E-05,6.06E-05,-0.010947806,4.56E-05,5.52E-05,3.14E-05,4.19E-05,3.42E-05,3.44E-05,6.44E-05,3.00E-05,11700,23399.997,,34201.185,0.011704017,0,14939.25,14776.59
20130828,1.66E-05,1.86E-05,0.003782698,1.78E-05,1.59E-05,1.77E-05,1.84E-05,1.76E-05,1.63E-05,6.27E-06,6.75E-06,11701,23399.998,,34201.135,-0.0072223,0.006505774,14770.99,14826.97
20130829,1.84E-05,1.95E-05,0.00151189,1.79E-05,1.93E-05,2.13E-05,2.03E-05,1.71E-05,1.84E-05,9.35E-06,8.46E-06,11700,23398.53,,34201.161,-0.008341202,0.006598548,14817.91,14840.33
20130830,4.61E-05,3.81E-05,-0.002652378,3.61E-05,4.04E-05,3.09E-05,4.52E-05,3.26E-05,2.77E-05,2.18E-05,1.73E-05,11676,23398.555,,34201.111,0.005801319,0.00027886,14844.1,14804.78
20130902,,,,,,,,,,,,,,,,,,,
20130903,8.58E-05,6.36E-05,0.001984983,4.84E-05,0.000106394,4.43E-05,5.28E-05,3.54E-05,3.53E-05,2.34E-05,2.14E-05,11681,23399.99,,34201.166,0.010492567,0.008865062,14801.55,14830.96
20130904,2.14E-05,1.66E-05,0.006708648,1.77E-05,2.21E-05,1.77E-05,1.77E-05,1.70E-05,1.11E-05,7.85E-06,6.22E-06,11700,23398.507,,34201.127,-0.010596342,0.008346709,14832.42,14932.26
20130905,1.75E-05,1.59E-05,0.000468091,1.69E-05,1.52E-05,1.38E-05,1.21E-05,1.20E-05,1.24E-05,8.92E-06,8.15E-06,11701,23399.98,,34201.204,-0.004292779,0.003876067,14929.49,14936.48
20130906,7.39E-05,6.78E-05,-0.001342127,8.20E-05,8.85E-05,0.000103334,6.86E-05,7.44E-05,5.27E-05,4.71E-05,5.82E-05,11694,23399.962,,34201.218,-0.014795278,0.004560063,14941.55,14921.51
20130909,3.20E-05,2.49E-05,0.008929551,1.77E-05,3.27E-05,1.60E-05,1.10E-05,1.04E-05,1.52E-05,3.55E-06,3.91E-06,11700,23398.578,,34201.123,-0.010742517,0.010742517,14927.19,15061.08
20130910,3.64E-05,2.86E-05,0.008209924,1.46E-05,2.75E-05,1.06E-05,1.50E-05,9.89E-06,1.56E-05,4.84E-06,3.84E-06,11700,23398.49,,34201.204,-0.008255344,0.008255344,15067.23,15191.44
20130911,1.53E-05,1.40E-05,0.008535203,1.15E-05,1.59E-05,1.02E-05,1.03E-05,9.21E-06,1.36E-05,2.79E-06,2.60E-06,11700,23398.452,,34201.149,-0.008535203,0.008535203,15194.13,15324.37
20130912,1.33E-05,1.22E-05,-0.001725227,1.24E-05,1.15E-05,1.16E-05,1.11E-05,1.20E-05,1.12E-05,7.72E-06,7.20E-06,11698,23398.486,,34201.121,0.00405243,0.001185428,15327.14,15300.72
20130913,1.73E-05,1.39E-05,0.004138917,1.03E-05,1.21E-05,9.54E-06,1.76E-05,1.01E-05,1.19E-05,5.02E-06,3.97E-06,11701,23399.988,,34201.182,-0.004438033,0.004438033,15312.86,15376.37
20130916,9.88E-05,8.66E-05,0.007337126,3.26E-05,8.34E-05,2.08E-05,2.31E-05,1.51E-05,1.99E-05,7.69E-06,7.57E-06,11700,23398.472,,34201.18,-0.010895892,0.010895892,15381.36,15494.63
20130917,8.14E-06,7.56E-06,0.001761959,6.12E-06,7.02E-06,4.83E-06,4.89E-06,5.34E-06,5.71E-06,1.93E-06,2.39E-06,11701,23399.965,,34201.227,-0.003343401,0.003343401,15503.15,15530.49
20130918,5.13E-05,9.51E-05,0.009077947,8.09E-05,5.63E-05,7.62E-05,4.77E-05,3.80E-05,4.39E-05,9.36E-06,8.43E-06,11699,23398.488,,34201.158,-0.01535771,0.011301993,15533.03,15674.68
20130919,1.14E-05,1.09E-05,-0.002665264,1.03E-05,7.95E-06,8.14E-06,1.20E-05,1.01E-05,1.09E-05,6.15E-06,5.65E-06,11700,23399.928,,34201.228,0.004497899,0.001149369,15677.86,15636.13
20130920,1.83E-05,1.87E-05,-0.010368184,1.66E-05,1.77E-05,1.67E-05,1.57E-05,1.48E-05,1.74E-05,1.36E-05,1.19E-05,11701,23399.993,,34201.189,0.011750187,0.001257916,15635.09,15473.82
20130923,1.49E-05,1.75E-05,-0.003098832,1.66E-05,1.57E-05,1.50E-05,1.43E-05,1.58E-05,1.61E-05,9.32E-06,1.01E-05,11700,23398.563,,34201.124,0.006401796,0.000946983,15452.31,15404.5
20130924,1.93E-05,2.11E-05,-0.004153384,1.98E-05,1.97E-05,2.21E-05,1.39E-05,1.48E-05,1.47E-05,1.08E-05,1.11E-05,11701,23399.357,,34201.786,0.006931557,0.002024239,15402.54,15338.7
20130925,3.61E-05,4.49E-05,-0.00411563,4.27E-05,3.51E-05,4.18E-05,3.18E-05,3.51E-05,3.68E-05,2.35E-05,2.60E-05,11700,23399.911,,34201.216,0.007792203,0.002178989,15339.02,15276.02
20130926,3.29E-05,3.03E-05,0.003596933,2.76E-05,3.99E-05,2.72E-05,2.56E-05,2.05E-05,1.90E-05,1.32E-05,1.49E-05,11693,23399.945,,34201.198,-0.007355811,0.007355811,15274.42,15329.46
20130927,3.49E-05,3.31E-05,-0.004088005,2.24E-05,3.01E-05,1.91E-05,1.83E-05,1.74E-05,2.52E-05,2.74E-05,1.37E-05,11699,23398.541,,34201.124,0.006920602,0,15317.45,15254.96
20130930,0.000110711,0.000113225,-0.007718986,4.29E-05,0.00010509,3.35E-05,2.65E-05,2.50E-05,3.15E-05,9.89E-05,3.05E-05,11692,23399.956,,34201.177,0.010753476,0,15249.82,15132.56
20131001,2.58E-05,2.28E-05,0.003738586,2.15E-05,2.54E-05,1.97E-05,2.42E-05,2.09E-05,2.12E-05,8.14E-06,8.11E-06,11678,23398.524,,34201.155,-0.006314097,0.004849287,15132.49,15189.17
20131002,4.87E-05,4.01E-05,-0.003591455,3.16E-05,5.11E-05,2.66E-05,2.42E-05,2.25E-05,2.91E-05,3.65E-05,1.95E-05,11693,23398.494,,34201.166,0.009126894,0,15182.65,15128.22
20131003,6.84E-05,4.68E-05,-0.008680924,4.65E-05,3.87E-05,3.73E-05,6.78E-05,4.43E-05,4.74E-05,4.00E-05,2.76E-05,11669,23398.495,,34201.122,0.011983813,0,15127.23,14996.48
20131004,1.92E-05,2.00E-05,0.005160497,1.84E-05,1.40E-05,1.94E-05,1.93E-05,1.67E-05,1.64E-05,6.26E-06,5.87E-06,11701,23399.943,,34201.209,-0.007430085,0.005938445,14994.68,15072.26
20131007,9.93E-05,8.99E-05,-0.008796113,3.72E-05,0.000112055,3.08E-05,2.47E-05,2.01E-05,2.12E-05,8.83E-05,2.61E-05,11696,23398.542,,34201.143,0.009901338,0,15069.3,14937.33
20131008,4.19E-05,4.02E-05,-0.010667188,4.23E-05,4.25E-05,3.36E-05,4.01E-05,3.89E-05,3.66E-05,2.73E-05,2.55E-05,11692,23399.96,,34201.168,0.011077975,0,14938.04,14779.54
20131009,4.03E-05,4.84E-05,0.001622022,4.25E-05,3.87E-05,3.85E-05,4.03E-05,4.09E-05,4.48E-05,1.97E-05,1.99E-05,11678,23398.567,,34201.11,-0.008999812,0.005015756,14778.19,14802.18
20131010,0.000123858,9.07E-05,0.02123396,5.00E-05,0.000142516,4.44E-05,3.73E-05,2.86E-05,3.95E-05,5.07E-06,5.44E-06,11674,23398.481,,34201.109,-0.02123396,0.02123396,14806.39,15124.15
20131011,2.63E-05,2.09E-05,0.007214836,2.26E-05,3.48E-05,2.32E-05,2.62E-05,2.12E-05,1.45E-05,8.72E-06,7.29E-06,11680,23398.527,,34201.159,-0.009001013,0.007254871,15126.52,15236.05
20131014,5.33E-05,5.36E-05,0.004587223,3.12E-05,4.62E-05,2.48E-05,3.21E-05,2.34E-05,2.41E-05,3.57E-05,1.34E-05,11699,23398.403,,34201.189,-0.011371127,0.005117754,15231.33,15301.36
20131015,5.86E-05,5.91E-05,-0.008540118,5.42E-05,5.31E-05,4.36E-05,4.10E-05,4.26E-05,5.30E-05,3.65E-05,3.18E-05,11694,23398.478,,34201.135,0.00922955,0.000105221,15300.3,15170.19
20131016,7.23E-05,4.95E-05,0.012933202,4.63E-05,8.21E-05,5.15E-05,3.65E-05,3.80E-05,2.69E-05,8.41E-06,9.62E-06,11699,23398.524,,34201.131,-0.013321592,0.013321592,15170.7,15368.18
20131017,7.69E-05,8.96E-05,-4.16E-05,3.07E-05,6.18E-05,2.28E-05,2.45E-05,1.91E-05,1.78E-05,6.58E-05,1.73E-05,11699,23398.522,,34201.158,-0.009612188,0.000432583,15369.46,15368.82
20131018,1.93E-05,1.68E-05,0.001607507,1.93E-05,2.09E-05,1.86E-05,1.95E-05,1.90E-05,1.41E-05,9.39E-06,8.94E-06,11701,23399.99,,34201.151,-0.005932059,0.002680556,15371.71,15396.44
